file,class,vertices,triangles,edge_var,minx,miny,minz,maxx,maxy,maxz
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1337.obj,AircraftBuoyant,4840,9676,5.345149494044737e-06,0.02500000037252903,0.1789260059595108,0.02500000037252903,0.8892340064048767,0.9740599989891052,0.8892340064048767
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1338.obj,AircraftBuoyant,4827,9650,1.6578162585154425e-05,0.026913000270724297,0.1736380010843277,0.027150999754667282,0.930649995803833,0.9747490286827087,0.9372379779815674
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1339.obj,AircraftBuoyant,4958,9912,1.0558384361088888e-07,0.27008599042892456,0.18360300362110138,0.2846269905567169,0.3522390127182007,0.32321101427078247,0.3635770082473755
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1340.obj,AircraftBuoyant,4890,9776,2.138396197726783e-07,0.12256799638271332,0.11830499768257141,0.12365099787712097,0.2679489850997925,0.22716699540615082,0.2690330147743225
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1341.obj,AircraftBuoyant,4887,9770,1.2132677069183788e-06,0.029500000178813934,0.4030649960041046,0.028351999819278717,0.37635600566864014,0.9745990037918091,0.37636199593544006
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1342.obj,AircraftBuoyant,4883,9762,7.453692922887362e-06,0.026738999411463737,0.1910420060157776,0.02500000037252903,0.6115869879722595,0.9746959805488586,0.6093599796295166
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1343.obj,AircraftBuoyant,4888,9772,4.244874467571568e-06,0.027753999456763268,0.2935659885406494,0.02784300036728382,0.7080780267715454,0.9708009958267212,0.7080780267715454
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1344.obj,AircraftBuoyant,4926,9848,3.7859939179915305e-06,0.025767000392079353,0.16706900298595428,0.02585900016129017,0.6728839874267578,0.9731889963150024,0.6732519865036011
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1345.obj,AircraftBuoyant,4944,9884,1.4520254072584928e-06,0.02751299925148487,0.8047000169754028,0.02751299925148487,0.5887969732284546,0.9719229936599731,0.5887960195541382
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1346.obj,AircraftBuoyant,4879,9754,1.399528625433637e-06,0.048183999955654144,0.04564699903130531,0.04641500115394592,0.28916698694229126,0.32242000102996826,0.9652060270309448
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1347.obj,AircraftBuoyant,4926,9848,1.758267336275005e-06,0.025450000539422035,0.07560300081968307,0.04714300110936165,0.3118090033531189,0.4187229871749878,0.9729840159416199
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1348.obj,AircraftBuoyant,4843,9682,1.3219296865364921e-06,0.04777900129556656,0.0836469978094101,0.0436679981648922,0.28983598947525024,0.3227370083332062,0.9685230255126953
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1349.obj,AircraftBuoyant,4898,9792,1.4074005748244445e-06,0.0613740012049675,0.11468599736690521,0.032253000885248184,0.9750000238418579,0.3483630120754242,0.26649200916290283
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1350.obj,AircraftBuoyant,4846,9688,2.6816292110926952e-08,0.3227959871292114,0.2199849933385849,0.025606000795960426,0.3690510094165802,0.2595280110836029,0.06087600067257881
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1351.obj,AircraftBuoyant,4894,9784,3.42327952818204e-10,0.17387600243091583,0.047272998839616776,0.29506900906562805,0.17860199511051178,0.052073001861572266,0.300805002450943
resampled_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1352.obj,AircraftBuoyant,4900,9796,1.9496249255642426e-06,0.04123000055551529,0.07035200297832489,0.02638299949467182,0.9548749923706055,0.3750869929790497,0.3316819965839386
resampled_ShapeDatabase_INFOMR-master\Apartment\D00045.obj,Apartment,4941,9878,8.03349299886552e-06,-0.353520005941391,-0.290226012468338,-0.46658700704574585,0.5158010125160217,0.38093501329421997,-0.23309700191020966
resampled_ShapeDatabase_INFOMR-master\Apartment\D00086.obj,Apartment,4859,9714,7.358292808162719e-07,-0.5265030264854431,-0.24721500277519226,-0.06298799812793732,-0.211899995803833,0.03012700006365776,0.07162199914455414
resampled_ShapeDatabase_INFOMR-master\Apartment\D00156.obj,Apartment,4858,9720,2.9733731599499423e-06,-0.7122640013694763,-0.6945739984512329,-0.06476499885320663,-0.15680000185966492,0.3144559860229492,0.29483601450920105
resampled_ShapeDatabase_INFOMR-master\Apartment\D00310.obj,Apartment,4832,9660,1.6256171488832712e-06,-0.2991499900817871,-0.25460198521614075,-0.29985499382019043,-0.07426399737596512,-0.05601000040769577,0.23147399723529816
resampled_ShapeDatabase_INFOMR-master\Apartment\D00348.obj,Apartment,4935,9866,6.369737469953848e-08,-0.1577479988336563,0.08794499933719635,-0.010301000438630581,-0.04777099937200546,0.11316999793052673,0.19509099423885345
resampled_ShapeDatabase_INFOMR-master\Apartment\D00366.obj,Apartment,4865,9726,0.00010043956776985345,-0.8954669833183289,-0.8559079766273499,-0.6639170050621033,0.7456439733505249,0.5910400152206421,0.5294020175933838
resampled_ShapeDatabase_INFOMR-master\Apartment\D00478.obj,Apartment,5180,9975,2.9025011265473036e-09,0.5637220144271851,0.23486299812793732,0.3016720116138458,0.6007590293884277,0.24956800043582916,0.3714280128479004
resampled_ShapeDatabase_INFOMR-master\Apartment\D00496.obj,Apartment,4832,9660,2.1953000212904077e-05,-0.4851840138435364,-0.7046589851379395,-0.3373660147190094,1.1535300016403198,0.878216028213501,0.2596080005168915
resampled_ShapeDatabase_INFOMR-master\Apartment\D00626.obj,Apartment,4850,9696,0.00017239310675812728,-0.8859339952468872,-0.597769021987915,-0.5123729705810547,0.9069870114326477,0.11006999760866165,0.04376000165939331
resampled_ShapeDatabase_INFOMR-master\Apartment\D00639.obj,Apartment,4941,9878,1.1705994215565477e-05,-0.5351449847221375,-0.5442590117454529,-0.4208419919013977,0.7120659947395325,0.4124239981174469,0.1902420073747635
resampled_ShapeDatabase_INFOMR-master\Apartment\D00651.obj,Apartment,4811,9618,5.6629434635822016e-06,-0.26451098918914795,-0.7320389747619629,-0.28524500131607056,0.8332859873771667,0.4170700013637543,0.12502500414848328
resampled_ShapeDatabase_INFOMR-master\Apartment\D00780.obj,Apartment,4867,9730,1.911519417376879e-08,-0.5952609777450562,0.3685399889945984,0.2651289999485016,-0.3088749945163727,0.40855100750923157,0.28169599175453186
resampled_ShapeDatabase_INFOMR-master\Apartment\D00792.obj,Apartment,4955,9906,2.7887363873860035e-05,-0.7951629757881165,-0.965408980846405,-0.6070020198822021,1.007040023803711,0.6804119944572449,0.7404699921607971
resampled_ShapeDatabase_INFOMR-master\Apartment\D00859.obj,Apartment,4908,9812,4.1712984468660385e-06,-0.5147449970245361,-0.35861000418663025,0.007337000221014023,0.7398080229759216,0.3657410144805908,0.2118459939956665
resampled_ShapeDatabase_INFOMR-master\Apartment\D00860.obj,Apartment,4914,9441,1.2001554410865576e-08,-0.10500899702310562,0.2220650017261505,-0.04307800158858299,-0.054455000907182693,0.25894901156425476,0.09318699687719345
resampled_ShapeDatabase_INFOMR-master\Apartment\D00869.obj,Apartment,4834,9664,8.308905481917111e-07,-0.9780910015106201,0.4088149964809418,-0.20334400236606598,0.5614989995956421,0.6194000244140625,-0.11749099940061569
resampled_ShapeDatabase_INFOMR-master\Apartment\D00921.obj,Apartment,4916,9828,1.4518611118516088e-05,-0.7212870121002197,-0.48742300271987915,-0.5584669709205627,0.5120180249214172,0.5299670100212097,0.5397899746894836
resampled_ShapeDatabase_INFOMR-master\Apartment\D00953.obj,Apartment,4574,9222,2.4944787206197696e-09,0.08826199918985367,-0.47964799404144287,-0.02658100053668022,0.2326129972934723,-0.33202001452445984,0.02777400054037571
resampled_ShapeDatabase_INFOMR-master\Apartment\m463.obj,Apartment,4827,9650,2.0952606940061965e-06,0.1603589951992035,0.4647510051727295,0.19518400728702545,0.4805949926376343,0.9750000238418579,0.4045799970626831
resampled_ShapeDatabase_INFOMR-master\Apartment\m464.obj,Apartment,4950,9896,3.150150506503163e-08,0.29182401299476624,0.1714719980955124,0.10068300366401672,0.34744900465011597,0.1986439973115921,0.2616940140724182
resampled_ShapeDatabase_INFOMR-master\Apartment\m465.obj,Apartment,4819,9634,2.1528330065361786e-09,0.18870000541210175,0.9629200100898743,0.1659889966249466,0.21224400401115417,0.9750000238418579,0.1748179942369461
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m53.obj,AquaticAnimal,5068,10132,1.3128169689310375e-06,0.0371289998292923,0.08760400116443634,0.02500000037252903,0.16242699325084686,0.3082540035247803,0.8497260212898254
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m54.obj,AquaticAnimal,4951,9898,6.327519661881069e-07,0.05062999948859215,0.10516200214624405,0.7527089715003967,0.18163500726222992,0.27366799116134644,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m55.obj,AquaticAnimal,4830,9656,4.7181054128820443e-07,0.04463199898600578,0.12257800251245499,0.7681030035018921,0.16139300167560577,0.28103700280189514,0.9741169810295105
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m56.obj,AquaticAnimal,4883,9762,3.60397226746932e-07,0.04396099969744682,0.1105630025267601,0.7847880125045776,0.1493699997663498,0.2686370015144348,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m57.obj,AquaticAnimal,4982,9960,1.764516863523067e-06,0.03787999972701073,0.09525299817323685,0.02500000037252903,0.13198600709438324,0.3496699929237366,0.8508269786834717
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m58.obj,AquaticAnimal,4834,9664,2.8673339124562834e-06,0.02500000037252903,0.026141999289393425,0.02500000037252903,0.5370489954948425,0.4970239996910095,0.9725000262260437
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m60.obj,AquaticAnimal,4884,9764,2.5724534461770543e-06,0.02500000037252903,0.02500000037252903,0.035489000380039215,0.3486739993095398,0.4029119908809662,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m61.obj,AquaticAnimal,4914,9824,1.3373498434662937e-06,0.032329000532627106,0.07201900333166122,0.16735899448394775,0.1795019954442978,0.33452698588371277,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m62.obj,AquaticAnimal,4859,9714,2.30507107724144e-06,0.026215000078082085,0.02500000037252903,0.02500000037252903,0.13033199310302734,0.7491779923439026,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m63.obj,AquaticAnimal,4918,9832,3.0089895818621793e-06,0.10509400069713593,0.06206199899315834,0.15166200697422028,0.8374599814414978,0.5480009913444519,0.6595079898834229
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m64.obj,AquaticAnimal,4854,9704,1.5019784017648952e-06,0.02500000037252903,0.14479899406433105,0.027752000838518143,0.914726972579956,0.4407329857349396,0.17763300240039825
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m65.obj,AquaticAnimal,4805,9606,3.021422701208578e-06,0.056912001222372055,0.055824000388383865,0.08172699809074402,0.3310439884662628,0.5643069744110107,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m66.obj,AquaticAnimal,4813,9638,2.4869490851986876e-06,0.02500000037252903,0.042243000119924545,0.6032940149307251,0.3966819941997528,0.43195798993110657,0.9711380004882812
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m67.obj,AquaticAnimal,4808,9612,3.843029369718566e-06,0.027312999591231346,0.02500000037252903,0.02582399919629097,0.9750000238418579,0.24969999492168427,0.3870599865913391
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m68.obj,AquaticAnimal,4886,9768,1.4696527585280717e-06,0.35621199011802673,0.02500000037252903,0.02500000037252903,0.9750000238418579,0.27851900458335876,0.1874299943447113
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m69.obj,AquaticAnimal,4864,9724,9.481242471138975e-07,0.05455100163817406,0.02574799954891205,0.4014289975166321,0.32618001103401184,0.18917900323867798,0.9726830124855042
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m70.obj,AquaticAnimal,4800,9596,8.569179483778785e-07,0.17162099480628967,0.025527000427246094,0.4210529923439026,0.307794988155365,0.16870899498462677,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m71.obj,AquaticAnimal,4870,9736,2.230064354887753e-06,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3259899914264679,0.3709160089492798,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m72.obj,AquaticAnimal,4920,9836,9.707580427729819e-07,0.1659650057554245,0.02558699995279312,0.35279300808906555,0.3152419924736023,0.18253099918365479,0.9711859822273254
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m73.obj,AquaticAnimal,4877,9750,2.6515604946793223e-06,0.02500000037252903,0.03762499988079071,0.036208998411893845,0.9750000238418579,0.6108649969100952,0.36934900283813477
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m74.obj,AquaticAnimal,4809,9614,1.523057131210941e-06,0.081495001912117,0.06638000160455704,0.042468998581171036,0.29703599214553833,0.3215959966182709,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m75.obj,AquaticAnimal,4962,9920,9.610168407073058e-07,0.21164700388908386,0.02500000037252903,0.483117014169693,0.35173699259757996,0.17229999601840973,0.9727349877357483
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m76.obj,AquaticAnimal,4876,9748,2.1544964133373845e-06,0.02500000037252903,0.02500000037252903,0.02500000037252903,0.3959299921989441,0.3531399965286255,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m77.obj,AquaticAnimal,4854,9704,1.0885636969394717e-07,0.5085409879684448,0.026551999151706696,0.027981000021100044,0.6246439814567566,0.14813700318336487,0.24284200370311737
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m78.obj,AquaticAnimal,4954,9904,2.1581253207416782e-06,0.02500000037252903,0.03739599883556366,0.07808499783277512,0.9736840128898621,0.4939480125904083,0.41766801476478577
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m79.obj,AquaticAnimal,4884,9764,7.130746376853947e-07,0.030141999945044518,0.026864999905228615,0.16297699511051178,0.9750000238418579,0.25119298696517944,0.2748430073261261
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m80.obj,AquaticAnimal,5038,10072,1.619633362177617e-06,0.02500000037252903,0.029890000820159912,0.04145999997854233,0.9568480253219604,0.30233800411224365,0.3023320138454437
resampled_ShapeDatabase_INFOMR-master\AquaticAnimal\m81.obj,AquaticAnimal,4936,9868,1.1643749887749269e-06,0.1342500001192093,0.02500000037252903,0.2720000147819519,0.2957499921321869,0.29100000858306885,0.875249981880188
resampled_ShapeDatabase_INFOMR-master\Bed\D00031.obj,Bed,4839,9674,5.0725945887301976e-05,-0.631060004234314,-0.6860349774360657,-0.13226599991321564,0.889519989490509,0.6910120248794556,0.09459099918603897
resampled_ShapeDatabase_INFOMR-master\Bed\D00110.obj,Bed,4995,9986,1.1483747641307027e-05,-0.8339179754257202,-0.6586269736289978,-0.15166999399662018,0.6773899793624878,0.48433899879455566,0.14399899542331696
resampled_ShapeDatabase_INFOMR-master\Bed\D00121.obj,Bed,5069,10134,8.003915540980657e-06,-0.7618089914321899,-0.5512419939041138,-0.19875800609588623,0.6775019764900208,0.8108469843864441,0.2603600025177002
resampled_ShapeDatabase_INFOMR-master\Bed\D00184.obj,Bed,5039,10074,1.138506477354824e-05,-0.8557649850845337,-0.850292980670929,-0.08845300227403641,0.6934019923210144,0.6494759917259216,0.19340600073337555
resampled_ShapeDatabase_INFOMR-master\Bed\D00210.obj,Bed,5032,10060,1.8887962367152027e-05,-0.6072459816932678,-0.512923002243042,-0.32894599437713623,0.7699970006942749,0.8667309880256653,0.20008699595928192
resampled_ShapeDatabase_INFOMR-master\Bed\D00213.obj,Bed,4803,9602,1.911663921520865e-07,0.6903550028800964,-0.2975800037384033,0.026806000620126724,0.7180960178375244,0.43557998538017273,0.10815300047397614
resampled_ShapeDatabase_INFOMR-master\Bed\D00217.obj,Bed,4838,9672,3.452246815180874e-07,-0.8408399820327759,0.21692000329494476,-0.12672999501228333,-0.7644140124320984,0.38157200813293457,0.42184901237487793
resampled_ShapeDatabase_INFOMR-master\Bed\D00307.obj,Bed,4916,9828,1.6271199584436313e-05,-0.49693500995635986,-0.6992040276527405,-0.09846899658441544,0.9389050006866455,0.8721060156822205,0.18161900341510773
resampled_ShapeDatabase_INFOMR-master\Bed\D00322.obj,Bed,4864,9724,7.503158555498945e-06,-0.8344069719314575,-0.29882699251174927,-0.16910499334335327,0.763122022151947,0.511676013469696,0.3196609914302826
resampled_ShapeDatabase_INFOMR-master\Bed\D00538.obj,Bed,4834,9664,7.85309630676862e-06,0.6958850026130676,-0.35948100686073303,-0.24257799983024597,0.8375849723815918,0.7026270031929016,0.4117870032787323
resampled_ShapeDatabase_INFOMR-master\Bed\D00545.obj,Bed,4830,9656,1.280051218730164e-06,-0.8327339887619019,-0.479669988155365,-0.398250013589859,-0.6049659848213196,0.5123879909515381,0.3463340103626251
resampled_ShapeDatabase_INFOMR-master\Bed\D00552.obj,Bed,5019,10034,1.6836268059516146e-06,0.11689099669456482,-0.4308519959449768,-0.3334909975528717,0.48960599303245544,0.6923850178718567,0.23226000368595123
resampled_ShapeDatabase_INFOMR-master\Bed\D00565.obj,Bed,4960,9916,1.1563742841794676e-06,0.07410900294780731,0.118709996342659,-0.03607900068163872,0.4263730049133301,0.6182270050048828,0.055734001100063324
resampled_ShapeDatabase_INFOMR-master\Bed\D00650.obj,Bed,4917,9830,5.335830216815418e-07,0.7376019954681396,-0.5479009747505188,-0.39549800753593445,0.811460018157959,-0.46362799406051636,0.2795479893684387
resampled_ShapeDatabase_INFOMR-master\Bed\D00735.obj,Bed,4907,9810,9.212197583845182e-07,-0.5483610033988953,-0.2611899971961975,-0.044877998530864716,-0.13426600396633148,0.16029700636863708,0.08749599754810333
resampled_ShapeDatabase_INFOMR-master\Bed\D00836.obj,Bed,4926,9848,1.0903273130039221e-05,-0.7430660128593445,-0.27382901310920715,-0.2893109917640686,0.8794050216674805,0.4978959858417511,0.06632199883460999
resampled_ShapeDatabase_INFOMR-master\Bed\D00839.obj,Bed,4855,9706,5.711961258240644e-06,0.5747510194778442,-0.8560670018196106,-0.14323100447654724,0.8359259963035583,0.24020400643348694,0.25051599740982056
resampled_ShapeDatabase_INFOMR-master\Bed\D00969.obj,Bed,5064,10124,1.158197368437359e-06,-0.8100420236587524,-0.541595995426178,-0.13933299481868744,-0.431098997592926,-0.009428000077605247,0.00839100033044815
resampled_ShapeDatabase_INFOMR-master\Bed\D00988.obj,Bed,4858,9712,1.3238018647561e-05,-0.7997159957885742,-0.7099959850311279,-0.3167110085487366,0.7344040274620056,0.396681010723114,0.05704300105571747
resampled_ShapeDatabase_INFOMR-master\Bed\m945.obj,Bed,4846,9688,8.496297556615544e-07,0.08005800098180771,0.30343300104141235,0.03890499845147133,0.489780992269516,0.5772969722747803,0.201431006193161
resampled_ShapeDatabase_INFOMR-master\Bed\m946.obj,Bed,4826,9648,6.369084026493787e-07,0.02500299923121929,0.02500000037252903,0.02500000037252903,0.49414899945259094,0.4938330054283142,0.0601859986782074
resampled_ShapeDatabase_INFOMR-master\Bed\m947.obj,Bed,4816,9628,3.150677288342309e-07,0.02500000037252903,0.27420198917388916,0.9420269727706909,0.721992015838623,0.3385559916496277,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\Bed\m948.obj,Bed,4836,9668,6.304631233323229e-06,0.048347000032663345,0.038651999086141586,0.07033199816942215,0.9500759840011597,0.2859779894351959,0.9237229824066162
resampled_ShapeDatabase_INFOMR-master\Bed\m949.obj,Bed,4960,9924,1.3484960209584481e-06,0.9148989915847778,0.14325299859046936,0.030028000473976135,0.9405900239944458,0.6545559763908386,0.48793599009513855
resampled_ShapeDatabase_INFOMR-master\Bed\m950.obj,Bed,4908,9812,5.735921513589578e-07,0.02504199929535389,0.02500000037252903,0.8744850158691406,0.125558003783226,0.8892269730567932,0.9750000238418579
resampled_ShapeDatabase_INFOMR-master\Bed\m951.obj,Bed,4894,9784,4.620102933763263e-07,0.44245800375938416,0.28965499997138977,0.07132899761199951,0.7463539838790894,0.3955079913139343,0.2415280044078827
resampled_ShapeDatabase_INFOMR-master\Bicycle\D00016.obj,Bicycle,4980,9960,1.6008063973431587e-07,0.06897100061178207,-0.16128000617027283,-0.049490999430418015,0.28415799140930176,0.05392700061202049,-0.04221799969673157
