file,class,vertices,triangles,edge_var,minx,miny,minz,maxx,maxy,maxz
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1337.obj,AircraftBuoyant,171,338,0.0019491380342557115,0.02500000037252903,0.1789260059595108,0.02500000037252903,0.8892340064048767,0.9750000238418579,0.8892340064048767
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1338.obj,AircraftBuoyant,7652,15300,0.00019358767934325925,0.02500000037252903,0.1736380010843277,0.02500000037252903,0.9330580234527588,0.9750000238418579,0.9379010200500488
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1339.obj,AircraftBuoyant,216,428,2.823197782877659e-05,0.2700519859790802,0.1828649938106537,0.2846269905567169,0.3522390127182007,0.32321101427078247,0.3637779951095581
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1340.obj,AircraftBuoyant,489,974,0.00020634596512659993,0.12256799638271332,0.11830399930477142,0.12365099787712097,0.2679489850997925,0.22716699540615082,0.2690330147743225
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1341.obj,AircraftBuoyant,138,272,0.0008142221662570679,0.02500000037252903,0.40259501338005066,0.02500000037252903,0.3795750141143799,0.9750000238418579,0.3795750141143799
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1342.obj,AircraftBuoyant,321,638,0.004179643585861706,0.02500000037252903,0.1910420060157776,0.02500000037252903,0.6115869879722595,0.9750000238418579,0.6093599796295166
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1343.obj,AircraftBuoyant,114,224,0.0012225094554355737,0.02500000037252903,0.2890790104866028,0.02500000037252903,0.7109209895133972,0.9750000238418579,0.7109209895133972
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1344.obj,AircraftBuoyant,337,670,0.007849860193272475,0.02500000037252903,0.16706900298595428,0.02500000037252903,0.6740990281105042,0.9750000238418579,0.6740999817848206
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1345.obj,AircraftBuoyant,321,638,0.0032212730555591517,0.02751299925148487,0.8047000169754028,0.02751299925148487,0.5887969732284546,0.9744390249252319,0.5887960195541382
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1346.obj,AircraftBuoyant,634,1264,0.0005184891156020697,0.047853998839855194,0.04295499995350838,0.03642600029706955,0.2894349992275238,0.32371100783348083,0.9750000238418579
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1347.obj,AircraftBuoyant,1298,2592,0.00024062660315953046,0.02500000037252903,0.07451699674129486,0.03325600177049637,0.31208598613739014,0.4198809862136841,0.9750000238418579
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1348.obj,AircraftBuoyant,562,1120,0.0005339313847693754,0.047561001032590866,0.082737997174263,0.037349000573158264,0.28988900780677795,0.32373398542404175,0.9750000238418579
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1349.obj,AircraftBuoyant,180,356,0.0031414005316102544,0.0613740012049675,0.1132190003991127,0.031293999403715134,0.9750000238418579,0.3496989905834198,0.26777398586273193
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1350.obj,AircraftBuoyant,370,736,1.7388268952491504e-05,0.3227959871292114,0.2193019986152649,0.02500000037252903,0.3690510094165802,0.2600649893283844,0.06155199930071831
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1351.obj,AircraftBuoyant,1206,2408,4.5568554749025405e-08,0.173785001039505,0.04720199853181839,0.29506900906562805,0.17872799932956696,0.05217200145125389,0.3008059859275818
fixed_ShapeDatabase_INFOMR-master\AircraftBuoyant\m1352.obj,AircraftBuoyant,2407,4810,0.0003237782549922858,0.028209000825881958,0.06902100145816803,0.02500000037252903,0.9750000238418579,0.37664198875427246,0.3326210081577301
fixed_ShapeDatabase_INFOMR-master\Apartment\D00045.obj,Apartment,1963,3922,0.0006497037654653875,-0.353520005941391,-0.290226012468338,-0.46658700704574585,0.5158010125160217,0.3815299868583679,-0.23246699571609497
fixed_ShapeDatabase_INFOMR-master\Apartment\D00086.obj,Apartment,159,314,0.006674262255309225,-0.5265030264854431,-0.24721500277519226,-0.06298799812793732,-0.211899995803833,0.03012700006365776,0.07230699807405472
fixed_ShapeDatabase_INFOMR-master\Apartment\D00156.obj,Apartment,50,104,0.03487553532729544,-0.7122640013694763,-0.6945739984512329,-0.06476499885320663,-0.15680000185966492,0.3144559860229492,0.29483601450920105
fixed_ShapeDatabase_INFOMR-master\Apartment\D00310.obj,Apartment,83,162,0.004768544930468981,-0.2991499900817871,-0.25460198521614075,-0.29985499382019043,-0.07426399737596512,-0.05601000040769577,0.23147399723529816
fixed_ShapeDatabase_INFOMR-master\Apartment\D00348.obj,Apartment,110,216,0.0001398877740631726,-0.1577479988336563,0.08783599734306335,-0.010301000438630581,-0.04777099937200546,0.11316999793052673,0.19509099423885345
fixed_ShapeDatabase_INFOMR-master\Apartment\D00366.obj,Apartment,922,1840,0.01547378051787793,-0.8954669833183289,-0.8559079766273499,-0.6639170050621033,0.7456439733505249,0.5910400152206421,0.5294020175933838
fixed_ShapeDatabase_INFOMR-master\Apartment\D00478.obj,Apartment,3,1,0.0003201180887814994,0.5637220144271851,0.23486299812793732,0.3016720116138458,0.6007590293884277,0.24956800043582916,0.3714280128479004
fixed_ShapeDatabase_INFOMR-master\Apartment\D00496.obj,Apartment,220,436,0.05750086805848739,-0.4851840138435364,-0.7046589851379395,-0.3373660147190094,1.1535300016403198,0.878216028213501,0.2596080005168915
