class_name,file_name,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist_bin_1,A3_hist_bin_2,A3_hist_bin_3,A3_hist_bin_4,A3_hist_bin_5,A3_hist_bin_6,A3_hist_bin_7,A3_hist_bin_8,A3_hist_bin_9,A3_hist_bin_10,D1_hist_bin_1,D1_hist_bin_2,D1_hist_bin_3,D1_hist_bin_4,D1_hist_bin_5,D1_hist_bin_6,D1_hist_bin_7,D1_hist_bin_8,D1_hist_bin_9,D1_hist_bin_10,D2_hist_bin_1,D2_hist_bin_2,D2_hist_bin_3,D2_hist_bin_4,D2_hist_bin_5,D2_hist_bin_6,D2_hist_bin_7,D2_hist_bin_8,D2_hist_bin_9,D2_hist_bin_10,D3_hist_bin_1,D3_hist_bin_2,D3_hist_bin_3,D3_hist_bin_4,D3_hist_bin_5,D3_hist_bin_6,D3_hist_bin_7,D3_hist_bin_8,D3_hist_bin_9,D3_hist_bin_10,D4_hist_bin_1,D4_hist_bin_2,D4_hist_bin_3,D4_hist_bin_4,D4_hist_bin_5,D4_hist_bin_6,D4_hist_bin_7,D4_hist_bin_8,D4_hist_bin_9,D4_hist_bin_10
AircraftBuoyant,m1337.obj,0.8526049437925871,-0.05151273081296359,1.6639598105245426,-0.3386228656308555,2.365478059454201,-0.21423349243066875,0.074211455190954,0.1678004884155226,0.2125736214574483,0.210952410269039,0.1635473742535246,0.0972470192287959,0.048215641609719,0.0193621867881549,0.005099632662275,0.0009901701245664,0.1854035373043302,0.1223825980890425,0.0833502744460254,0.0595649522260622,0.1242122382598089,0.1473876804228502,0.2305346615165685,0.0085383207969099,0.0097580809107542,0.0288676560276478,0.0142967987385177,0.0441318549295422,0.0711786348960027,0.0930543388481465,0.1158811603634269,0.1418666933647035,0.1636773208520011,0.1934973593972918,0.1444797637223738,0.0179360748879933,0.0860248686065889,0.1438789898730932,0.1619843609793616,0.1631175490321754,0.1545750544801948,0.1369157800282015,0.0994231508780925,0.0411229329573131,0.0102243302140751,0.0027329829509037,0.0065376636346321,0.0395348478062792,0.0957844938973226,0.1510715076264162,0.189890815869535,0.1970565070344231,0.1712147184943812,0.109559917429823,0.0360601053233054,0.0032894228838818
AircraftBuoyant,m1338.obj,1.2382847546243148,-0.051490930513844194,1.618545489024397,-0.33308856020925187,2.204066076101276,-0.21488303985136414,0.0673537404501871,0.1653181561811003,0.2143106188791467,0.2102958519202173,0.1646618468953495,0.101220325078193,0.0510126647182484,0.0193252320155873,0.0055991385940624,0.0009024252679075,0.0726931889189752,0.1635076025827952,0.1680899812539058,0.2014163715892522,0.1985003124349094,0.1558008748177458,0.0068735680066652,0.0060404082482816,0.0060404082482815,0.0210372838991877,0.0143368457938077,0.0427702550496833,0.0698670938352563,0.0941806622781768,0.1227842715190349,0.1496358220909567,0.1724376141966811,0.1986984707030761,0.1226391009436087,0.0126498635897179,0.0952698440376853,0.1502900252842555,0.1666401686300856,0.1678710451680403,0.1567880276742075,0.1342681156818799,0.0894129231779181,0.0304026504874784,0.0072878148351394,0.0017693850233097,0.0058303186863514,0.0387229903925816,0.0926212762891797,0.1445280941084449,0.1877691955395231,0.1990747649604536,0.1751462725583932,0.1145737383509409,0.0382392746321959,0.0034940744819352
AircraftBuoyant,m1340.obj,-0.642887714935223,-0.05150217520952185,0.34325391694800567,-0.7437705265201029,0.9195189606043782,-0.1966607017925297,0.1668649613325401,0.190306467824981,0.1577929803688281,0.1453465712117171,0.1185101232845802,0.085242774210753,0.0579293934234548,0.0400162054606248,0.0264415680321647,0.0115489548503558,0.2060776816260816,0.1813242101026363,0.1499295632924128,0.1758905212316361,0.1215536325216341,0.0,0.0,0.0517206681424834,0.0535318977661501,0.0599718253169652,0.0579743515301985,0.143469250868464,0.2012934357136422,0.2495469971668552,0.091786883440619,0.0484888225930783,0.0521128452582366,0.0645166134409194,0.0678903582977104,0.0229204416902762,0.1977545148203048,0.2806753894208822,0.2299955377521555,0.1137052557073176,0.0626458565207802,0.0396011673650682,0.0302509629736009,0.0253527483856408,0.0155819643122752,0.0044366027419743,0.0136528782716989,0.0729165594540907,0.1505058718183596,0.2059304850811556,0.2208699142642472,0.1724698689776551,0.0966611430747537,0.0440154797805658,0.0196996675552444,0.0032781317222285
AircraftBuoyant,m1341.obj,-0.6466109599491308,-0.05149856844021786,0.41540101405498764,-0.7556621632807284,1.1043747179162793,-0.19565054720847394,0.186733610613932,0.19490843073199,0.156485750478232,0.1385975619137489,0.1101395463333828,0.0796711609372836,0.0560082876469954,0.0393406807563503,0.0275759145387688,0.0105390560493155,0.0277608915906788,0.1252279635258358,0.1902735562310029,0.2022289766970619,0.1584599797365755,0.1298885511651468,0.0,0.0674772036474164,0.0520770010131711,0.0466058763931104,0.0625450504565113,0.1554741310267499,0.229507047893641,0.2509110203427839,0.0795340781675476,0.0591312269742111,0.0548864728495915,0.057269141438411,0.0394341662662181,0.0113076645843344,0.2070717688138687,0.2867727363622846,0.2366930046300807,0.1075429807874726,0.0501207512728876,0.0383430156540822,0.0338821406047305,0.0261704669561962,0.0112342267047464,0.0021689082136502,0.0139096950883641,0.0790978775102572,0.1663552171652432,0.2225190859343227,0.2196877268304736,0.1613256938116785,0.0830463364787159,0.0351757759210926,0.0159019423123452,0.0029806489475066
AircraftBuoyant,m1343.obj,0.12992648280895064,-0.05151441253692432,1.238241037988691,-0.6519336501820506,2.0141122593612564,-0.21326174127862127,0.080494482956643,0.1773811477090938,0.2230198121333934,0.2041921325731162,0.1486320193609253,0.0923181836826777,0.0484740965585134,0.0191865950203043,0.0051324910783871,0.0011690389269453,0.247751430907604,0.2160670482420281,0.2160670482420276,0.1868356500408829,0.0453802125919868,0.0237121831561733,0.008176614881439,0.0118560915780867,0.0116516762060506,0.0325020441537203,0.0223650488547172,0.0586757168028191,0.0941354316834855,0.1311719125420471,0.1682584494633989,0.2069317635752043,0.236334694858241,0.0429030514175877,0.0262143600832933,0.0130095707192055,0.1012183355914111,0.1663792749517592,0.1820472554091227,0.1777569076651475,0.1590405222318018,0.1246099683869114,0.0494980908978938,0.022529457650778,0.0129736831301063,0.0039465040850679,0.0083209326035353,0.0481234134360405,0.1069517890520006,0.1631953205052289,0.1951351379184281,0.1950630506310212,0.1592253706058936,0.0927299970650175,0.0271923546282613,0.0040626335545726
AircraftBuoyant,m1346.obj,-0.6426017271274398,-0.0514977266615625,1.853867497892428,-0.7496320235515198,2.426420800141995,-0.19116031138451053,0.1735039711228356,0.2475939969133428,0.15910640763358,0.1051668179231207,0.0821604548973763,0.0697522983290007,0.0636917854927114,0.0560930714289376,0.0364194777294098,0.0065117185296847,0.2628357030015799,0.136650868878357,0.1088072669826224,0.0971563981042653,0.0886650868878358,0.0799763033175355,0.0764218009478672,0.0635860979462875,0.053515007898894,0.0323854660347551,0.0561078407816754,0.1649147044690053,0.259265377222489,0.1769631987826366,0.132693616850873,0.0904462998558385,0.061573962838379,0.0373568396604196,0.0170591061989428,0.0036190533397405,0.116238632341853,0.1857038074281523,0.1927103369391827,0.1661870835705602,0.1334933653397346,0.0989018316483809,0.0635716886967137,0.0334066813362672,0.0093146834495104,0.0004718892496448,0.0069294646396523,0.0370618246217366,0.0852231483245213,0.131587753484038,0.168309797521661,0.1863850949583768,0.1751980766359663,0.1334462503153266,0.0673331857518675,0.0085254037468531
AircraftBuoyant,m1348.obj,-0.6429283494101333,-0.05149768972388433,1.8502894960170195,-0.7522586343809766,2.4235840282194228,-0.1914252203513071,0.1591868126233753,0.2304458174173866,0.1542082190376086,0.1102212423411182,0.0882713359140666,0.0780629117850642,0.0718896608301074,0.0627630938036762,0.0380444535596175,0.006906452687979,0.2619377848226669,0.1369130176342382,0.1111551416683178,0.0994650287299385,0.0877749157915593,0.081038240538934,0.0729146027342976,0.0636021398850802,0.0527045769764216,0.0324945512185456,0.0558578400700788,0.1633037166812664,0.2660543110999875,0.1825703916906519,0.1329295457389563,0.088259291703166,0.0568289325491177,0.0339231635590039,0.0165736453510199,0.0036991615567513,0.11716202079872,0.1922804750476894,0.1978185957787213,0.1683383586651077,0.1330379668943449,0.0960504994564437,0.0596937624351322,0.0287161815683137,0.0066354890981067,0.00026665025742,0.0059896878569884,0.037281175707802,0.0868350365864954,0.1374900943736042,0.1765414183827842,0.1909496022312101,0.1744419401648708,0.1268846419051735,0.0575040908950569,0.006082311896014
AircraftBuoyant,m1349.obj,-0.6545322687417828,-0.051467131055623665,0.5716694615998822,-0.7270281748470994,0.987592067329147,-0.1828821098171983,0.1691037735849056,0.2144842083675143,0.144631870385562,0.1062756357670221,0.0859926168990976,0.077814807219032,0.0744616488925348,0.0698420836751436,0.0483849466776045,0.0090084085315832,0.2118316731042895,0.1717828826997358,0.1449481601951616,0.0963610489936978,0.0770481805244968,0.0737954868875788,0.0770481805244968,0.0756251270583451,0.0542793250660703,0.0172799349461272,0.0668925954106763,0.1752432822073605,0.2423210924672621,0.1814554883665051,0.1306065035441111,0.0950452524928917,0.0531166152737174,0.0329281967081815,0.0182411597453045,0.0041498137839894,0.2417540133290237,0.3070395509791547,0.2248695571870526,0.1360401820299313,0.0656651942148548,0.0173256786361094,0.0053511053649577,0.0016468886118422,0.0002513942117765,5.6435435296773525e-05,0.0117375725876199,0.0624305012149417,0.1317130678308142,0.1894073555454882,0.2120021827766566,0.1945142292327334,0.1341686915695399,0.0527315596556978,0.010332152711997,0.0009626868745109
Apartment,D00348.obj,0.6461526716043074,-0.051477424966462425,2.6848022554491697,1.151437985542376,1.878339665231516,-0.20973049562665488,0.089851401380357,0.1847124939750386,0.2035975428413204,0.172816400201003,0.139425295607675,0.0990401082954743,0.0596086595358472,0.0309144609326127,0.0148085856980238,0.0052250515326476,0.0407258064516128,0.1046370967741936,0.1493951612903225,0.129233870967742,0.1185483870967742,0.1084677419354839,0.126814516129032,0.1381048387096775,0.0731854838709677,0.0108870967741935,0.0224255651442644,0.0722223334601445,0.1199517449892878,0.1628706725667261,0.2358038163506396,0.1651532747331958,0.1045241575395952,0.0679524658110245,0.0450313357227239,0.0040646336823979,0.1545531993513025,0.2212653706402808,0.2141728080799786,0.1730749491922075,0.1220977973025681,0.0728296347997454,0.0321474760330917,0.008442304928869,0.0012624966641348,0.0001539630078213,0.0159176993700852,0.0643243855243114,0.1301978261764584,0.1770811890156037,0.1996634278891679,0.1894942154884927,0.1388076907241961,0.0679216929474247,0.0154133558400922,0.0011785170241673
Apartment,D00859.obj,0.4774510734259578,-0.05127932294317915,2.5004866578072513,-0.38835503209244787,2.110449654882303,-0.18496232341647345,0.1537179230717938,0.2309846584701555,0.1739270931109298,0.1315801621862834,0.1030308625827729,0.080375049368848,0.0617456824698272,0.0397720569754976,0.019542370012464,0.0053241417514272,0.0243062588616568,0.0627911687259469,0.0964148268179056,0.1168725946931335,0.1389507798258049,0.1342920802106544,0.1138343123354265,0.1413814057119706,0.125177233137533,0.0459793396799675,0.0326724099093462,0.1106416847290147,0.1793904020103018,0.1837253655435474,0.1645484079270765,0.1252033578447322,0.0926310625666388,0.0644638110636678,0.0399507436014236,0.0067727548042508,0.2592129085864052,0.3256022690553979,0.216416800447246,0.1135861230644557,0.0533566530407086,0.0221366254468613,0.0073549399654307,0.0020156843838314,0.0002718352985828,4.616071108010936e-05,0.0163671935334397,0.0684034392215414,0.1409771919888791,0.198321577511198,0.2128095556814086,0.1845338001338619,0.1175565051742779,0.0503578231992998,0.009988158368944,0.0006847551871492
