class_name,file_name,surface_area,compactness,rectangularity,diameter,convexity,eccentricity,A3_hist_bin_1,A3_hist_bin_2,A3_hist_bin_3,A3_hist_bin_4,A3_hist_bin_5,A3_hist_bin_6,A3_hist_bin_7,A3_hist_bin_8,A3_hist_bin_9,A3_hist_bin_10,D1_hist_bin_1,D1_hist_bin_2,D1_hist_bin_3,D1_hist_bin_4,D1_hist_bin_5,D1_hist_bin_6,D1_hist_bin_7,D1_hist_bin_8,D1_hist_bin_9,D1_hist_bin_10,D2_hist_bin_1,D2_hist_bin_2,D2_hist_bin_3,D2_hist_bin_4,D2_hist_bin_5,D2_hist_bin_6,D2_hist_bin_7,D2_hist_bin_8,D2_hist_bin_9,D2_hist_bin_10,D3_hist_bin_1,D3_hist_bin_2,D3_hist_bin_3,D3_hist_bin_4,D3_hist_bin_5,D3_hist_bin_6,D3_hist_bin_7,D3_hist_bin_8,D3_hist_bin_9,D3_hist_bin_10,D4_hist_bin_1,D4_hist_bin_2,D4_hist_bin_3,D4_hist_bin_4,D4_hist_bin_5,D4_hist_bin_6,D4_hist_bin_7,D4_hist_bin_8,D4_hist_bin_9,D4_hist_bin_10
AircraftBuoyant,m1337.obj,2.8571804759550314,1.4161863328177504,0.47803169227249953,1.0395420679982894,0.9567405769950291,1.4178940184691369,0.07421145519095404,0.1678004884155226,0.2125736214574483,0.21095241026903902,0.1635473742535246,0.09724701922879594,0.04821564160971907,0.0193621867881549,0.005099632662275029,0.000990170124566481,0.1854035373043302,0.12238259808904255,0.0833502744460254,0.05956495222606223,0.12421223825980895,0.14738768042285025,0.2305346615165685,0.008538320796909919,0.009758080910754252,0.02886765602764782,0.014296798738517757,0.044131854929542205,0.07117863489600278,0.09305433884814658,0.11588116036342698,0.14186669336470353,0.16367732085200112,0.19349735939729185,0.14447976372237384,0.017936074887993397,0.0860248686065889,0.1438789898730932,0.1619843609793616,0.1631175490321754,0.15457505448019485,0.1369157800282015,0.09942315087809257,0.04112293295731317,0.01022433021407512,0.0027329829509037304,0.006537663634632115,0.03953484780627924,0.09578449389732265,0.15107150762641627,0.189890815869535,0.19705650703442312,0.17121471849438122,0.10955991742982307,0.03606010532330548,0.0032894228838818277
AircraftBuoyant,m1338.obj,3.4244872389196406,2.487831840636984,0.4702918871070365,1.0400664528886652,0.9144326882808238,1.1451277422875281,0.06735374045018715,0.1653181561811003,0.21431061887914676,0.21029585192021738,0.1646618468953495,0.10122032507819305,0.051012664718248446,0.019325232015587366,0.005599138594062453,0.0009024252679075001,0.07269318891897522,0.16350760258279523,0.16808998125390587,0.2014163715892522,0.1985003124349094,0.15580087481774588,0.006873568006665295,0.006040408248281624,0.00604040824828159,0.02103728389918772,0.014336845793807724,0.04277025504968338,0.06986709383525638,0.09418066227817688,0.1227842715190349,0.14963582209095677,0.17243761419668116,0.19869847070307617,0.12263910094360876,0.012649863589717921,0.09526984403768535,0.15029002528425556,0.16664016863008568,0.16787104516804036,0.15678802767420758,0.1342681156818799,0.08941292317791812,0.030402650487478408,0.007287814835139471,0.0017693850233097264,0.005830318686351497,0.038722990392581653,0.0926212762891797,0.14452809410844494,0.18776919553952318,0.19907476496045368,0.17514627255839324,0.11457373835094092,0.03823927463219592,0.003494074481935275
AircraftBuoyant,m1340.obj,0.6574202721979043,1.9350721035457228,0.2529483714278125,1.0011536352038004,0.5777385018785127,8.797285440503765,0.16686496133254014,0.19030646782498103,0.1577929803688281,0.1453465712117171,0.11851012328458026,0.08524277421075302,0.057929393423454816,0.040016205460624885,0.02644156803216477,0.01154895485035589,0.20607768162608162,0.18132421010263639,0.14992956329241283,0.17589052123163618,0.12155363252163415,0.0,0.0,0.05172066814248341,0.05353189776615014,0.0599718253169652,0.05797435153019853,0.14346925086846402,0.2012934357136422,0.2495469971668552,0.09178688344061903,0.04848882259307837,0.05211284525823664,0.06451661344091943,0.06789035829771045,0.022920441690276207,0.1977545148203048,0.28067538942088227,0.2299955377521555,0.11370525570731768,0.06264585652078027,0.039601167365068274,0.030250962973600942,0.025352748385640805,0.015581964312275277,0.00443660274197437,0.013652878271698967,0.07291655945409072,0.1505058718183596,0.20593048508115563,0.22086991426424726,0.17246986897765518,0.09666114307475375,0.04401547978056588,0.019699667555244497,0.003278131722228512
AircraftBuoyant,m1341.obj,0.6519436513916219,2.1123714195407675,0.2652441507418332,1.0000268823117813,0.6261912663268121,9.221482497534188,0.18673361061393204,0.19490843073199002,0.15648575047823207,0.13859756191374897,0.11013954633338285,0.07967116093728366,0.05600828764699548,0.039340680756350374,0.027575914538768842,0.010539056049315598,0.02776089159067882,0.12522796352583584,0.19027355623100298,0.2022289766970619,0.1584599797365755,0.1298885511651468,0.0,0.06747720364741643,0.05207700101317118,0.04660587639311048,0.0625450504565113,0.15547413102674998,0.229507047893641,0.2509110203427839,0.07953407816754764,0.05913122697421117,0.05488647284959153,0.05726914143841102,0.03943416626621815,0.011307664584334453,0.20707176881386874,0.2867727363622846,0.23669300463008075,0.10754298078747263,0.05012075127288762,0.03834301565408223,0.03388214060473056,0.02617046695619627,0.011234226704746468,0.0021689082136502787,0.013909695088364144,0.07909787751025724,0.16635521716524326,0.22251908593432276,0.21968772683047366,0.16132569381167858,0.0830463364787159,0.0351757759210926,0.015901942312345242,0.002980648947506602
AircraftBuoyant,m1343.obj,1.7941733730404654,1.3335171952046652,0.40547791967684454,1.0098553360790348,0.864643665356153,1.8259642142300851,0.08049448295664301,0.17738114770909388,0.22301981213339347,0.20419213257311625,0.14863201936092532,0.09231818368267775,0.04847409655851349,0.019186595020304335,0.005132491078387134,0.001169038926945323,0.24775143090760407,0.2160670482420281,0.21606704824202766,0.18683565004088296,0.045380212591986886,0.023712183156173374,0.008176614881439063,0.011856091578086711,0.011651676206050687,0.032502044153720336,0.022365048854717285,0.05867571680281917,0.09413543168348554,0.1311719125420471,0.1682584494633989,0.20693176357520435,0.23633469485824107,0.042903051417587726,0.026214360083293305,0.013009570719205504,0.10121833559141112,0.16637927495175925,0.18204725540912275,0.17775690766514757,0.15904052223180187,0.12460996838691148,0.04949809089789383,0.022529457650778007,0.012973683130106335,0.0039465040850679475,0.008320932603535367,0.048123413436040555,0.10695178905200067,0.1631953205052289,0.1951351379184281,0.19506305063102122,0.15922537060589365,0.09272999706501758,0.027192354628261306,0.004062633554572651
AircraftBuoyant,m1346.obj,0.6578409393236504,2.1537510496850167,0.5103970001995676,1.0005982483496056,0.972714351911854,11.10707986249415,0.17350397112283564,0.24759399691334283,0.15910640763358003,0.10516681792312074,0.08216045489737633,0.06975229832900078,0.06369178549271148,0.05609307142893762,0.03641947772940989,0.006511718529684719,0.2628357030015799,0.136650868878357,0.1088072669826224,0.09715639810426537,0.08866508688783581,0.07997630331753551,0.07642180094786728,0.06358609794628758,0.05351500789889406,0.03238546603475517,0.05610784078167548,0.1649147044690053,0.25926537722248905,0.1769631987826366,0.13269361685087303,0.0904462998558385,0.06157396283837901,0.03735683966041969,0.017059106198942825,0.003619053339740511,0.116238632341853,0.18570380742815237,0.1927103369391827,0.16618708357056025,0.13349336533973466,0.09890183164838091,0.06357168869671373,0.033406681336267265,0.00931468344951042,0.0004718892496448009,0.006929464639652394,0.03706182462173669,0.08522314832452135,0.13158775348403803,0.168309797521661,0.18638509495837688,0.1751980766359663,0.13344625031532667,0.0673331857518675,0.008525403746853169
AircraftBuoyant,m1348.obj,0.6573605018604931,2.1555668090315168,0.5097872137603441,1.0003493724876975,0.9719708022179916,10.995835894620546,0.1591868126233753,0.23044581741738665,0.15420821903760865,0.1102212423411182,0.08827133591406669,0.07806291178506426,0.0718896608301074,0.06276309380367624,0.038044453559617525,0.006906452687979074,0.26193778482266694,0.1369130176342382,0.11115514166831782,0.09946502872993859,0.08777491579155934,0.08103824053893402,0.0729146027342976,0.06360213988508025,0.05270457697642164,0.03249455121854567,0.05585784007007884,0.16330371668126642,0.26605431109998756,0.18257039169065195,0.13292954573895632,0.08825929170316606,0.056828932549117715,0.0339231635590039,0.016573645351019906,0.003699161556751343,0.11716202079872007,0.1922804750476894,0.19781859577872132,0.1683383586651077,0.1330379668943449,0.09605049945644374,0.05969376243513221,0.02871618156831373,0.00663548909810678,0.00026665025742005647,0.005989687856988484,0.03728117570780203,0.08683503658649541,0.1374900943736042,0.17654141838278428,0.19094960223121019,0.1744419401648708,0.12688464190517357,0.05750409089505697,0.006082311896014079
AircraftBuoyant,m1349.obj,0.6402919861413421,3.657750764724873,0.29187643979855676,1.0027400016179866,0.5955812255965195,14.583368341292458,0.16910377358490566,0.21448420836751433,0.144631870385562,0.10627563576702213,0.0859926168990976,0.07781480721903204,0.07446164889253486,0.0698420836751436,0.04838494667760459,0.009008408531583264,0.21183167310428952,0.1717828826997358,0.1449481601951616,0.09636104899369789,0.07704818052449683,0.07379548688757886,0.07704818052449683,0.07562512705834519,0.05427932506607034,0.01727993494612728,0.06689259541067638,0.17524328220736052,0.24232109246726216,0.18145548836650513,0.13060650354411116,0.09504525249289175,0.05311661527371748,0.032928196708181506,0.01824115974530456,0.004149813783989425,0.24175401332902374,0.30703955097915475,0.22486955718705265,0.13604018202993132,0.06566519421485484,0.017325678636109437,0.005351105364957702,0.001646888611842206,0.0002513942117765361,5.6435435296773525e-05,0.01173757258761995,0.062430501214941723,0.1317130678308142,0.18940735554548824,0.21200218277665664,0.19451422923273343,0.13416869156953998,0.05273155965569787,0.010332152711997035,0.0009626868745109345
Apartment,D00348.obj,2.553504299623049,3.151729115763327,0.6520103264865132,1.1807278784245758,0.829056147728541,3.3088501376907553,0.08985140138035709,0.18471249397503867,0.20359754284132048,0.17281640020100303,0.13942529560767503,0.09904010829547436,0.059608659535847236,0.030914460932612735,0.014808585698023801,0.005225051532647603,0.040725806451612896,0.10463709677419361,0.1493951612903225,0.129233870967742,0.11854838709677426,0.10846774193548392,0.126814516129032,0.1381048387096775,0.07318548387096778,0.010887096774193555,0.02242556514426446,0.07222233346014456,0.11995174498928782,0.1628706725667261,0.23580381635063963,0.1651532747331958,0.10452415753959522,0.06795246581102454,0.04503133572272397,0.004064633682397933,0.15455319935130252,0.22126537064028082,0.21417280807997863,0.17307494919220753,0.12209779730256815,0.07282963479974541,0.03214747603309179,0.008442304928869094,0.0012624966641348297,0.00015396300782132095,0.015917699370085223,0.06432438552431141,0.13019782617645848,0.17708118901560377,0.19966342788916794,0.18949421548849274,0.13880769072419613,0.06792169294742476,0.015413355840092223,0.0011785170241673186
Apartment,D00859.obj,2.3053566007245134,12.889904825127811,0.6205980589994885,1.034829860291734,0.8898947757387637,13.709818390883635,0.15371792307179385,0.23098465847015556,0.17392709311092985,0.1315801621862834,0.10303086258277298,0.08037504936884808,0.061745682469827264,0.03977205697549764,0.019542370012464037,0.005324141751427201,0.024306258861656882,0.06279116872594695,0.09641482681790566,0.11687259469313352,0.13895077982580498,0.1342920802106544,0.1138343123354265,0.14138140571197066,0.12517723313753307,0.045979339679967535,0.03267240990934621,0.11064168472901473,0.1793904020103018,0.1837253655435474,0.16454840792707653,0.1252033578447322,0.09263106256663886,0.06446381106366787,0.039950743601423616,0.006772754804250873,0.2592129085864052,0.32560226905539796,0.21641680044724607,0.11358612306445574,0.05335665304070862,0.02213662544686133,0.007354939965430757,0.0020156843838314417,0.0002718352985828662,4.616071108010936e-05,0.016367193533439735,0.06840343922154148,0.14097719198887917,0.19832157751119805,0.21280955568140864,0.18453380013386192,0.11755650517427792,0.0503578231992998,0.009988158368944035,0.000684755187149256
